Provinsi,Kabupaten,Kecamatan,Perkiraan Panen Bulan September,Perkiraan Panen Bulan Oktober,Alsintan September,Alsintan Oktober,Bera,Penggenangan,Tanam (1-15 Hst),Vegetatif 1 (16-30 Hst),Vegetatif 2 (31-40 Hst),Max Vegetatif (41-54 Hst),Generatif 1 (55-71 Hst),Generatif 2 (72-110 Hst),Panen,Standing Crop,Luas Baku Sawah (Ha)
Sumatera Utara,Asahan,Simpang Empat,0.0,3.0,0.0,1.0,13,0,0.0,0.0,1.0,3.0,1.0,0,1,5,19
Sumatera Utara,Asahan,Tanjung Balai,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Asahan,Teluk Dalam,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Asahan,Tinggi Raja,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Batu Bara,,675.0,4699.0,11.0,54.0,2768,855,511.0,514.0,673.0,1773.0,3551.0,878,903,7900,12493
Sumatera Utara,Batu Bara,Air Putih,118.0,1070.0,2.0,12.0,890,375,136.0,156.0,204.0,292.0,880.0,153,124,1821,3240
Sumatera Utara,Batu Bara,Limapuluh,162.0,1190.0,2.0,14.0,750,350,232.0,194.0,135.0,394.0,932.0,211,63,2098,3281
Sumatera Utara,Batu Bara,Medang Deras,196.0,1166.0,3.0,13.0,163,13,10.0,18.0,57.0,345.0,930.0,255,417,1615,2213
Sumatera Utara,Batu Bara,Sei Balai,91.0,627.0,1.0,7.0,391,17,30.0,55.0,105.0,367.0,399.0,118,153,1074,1639
Sumatera Utara,Batu Bara,Sei Suka,26.0,261.0,1.0,3.0,116,11,10.0,29.0,46.0,132.0,180.0,34,25,431,587
Sumatera Utara,Batu Bara,Talawi,45.0,230.0,1.0,3.0,201,43,57.0,44.0,83.0,164.0,127.0,58,74,533,854
Sumatera Utara,Batu Bara,Tanjung Tiram,38.0,156.0,1.0,2.0,257,46,36.0,18.0,43.0,79.0,103.0,49,47,328,679
Sumatera Utara,Binjai,,78.0,267.0,4.0,5.0,341,43,73.0,78.0,152.0,176.0,151.0,102,68,732,1191
Sumatera Utara,Binjai,Binjai Barat,1.0,4.0,1.0,1.0,3,0,0.0,0.0,1.0,3.0,2.0,1,1,7,11
Sumatera Utara,Binjai,Binjai Kota,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Binjai,Binjai Selatan,38.0,74.0,1.0,1.0,140,36,59.0,46.0,46.0,49.0,38.0,49,37,287,501
Sumatera Utara,Binjai,Binjai Timur,5.0,33.0,1.0,1.0,33,3,5.0,9.0,14.0,17.0,22.0,6,16,73,126
Sumatera Utara,Binjai,Binjai Utara,35.0,157.0,1.0,2.0,165,4,9.0,23.0,91.0,107.0,89.0,46,14,365,553
Sumatera Utara,Dairi,,392.0,1062.0,15.0,20.0,1943,212,328.0,655.0,387.0,597.0,642.0,510,431,3119,5722
Sumatera Utara,Dairi,Berampu,26.0,48.0,1.0,1.0,61,14,14.0,16.0,13.0,22.0,30.0,34,12,129,216
Sumatera Utara,Dairi,Gunung Sitember,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Dairi,Lae Parira,86.0,241.0,1.0,3.0,421,52,60.0,88.0,62.0,123.0,153.0,112,103,598,1178
Sumatera Utara,Dairi,Parbuluan,22.0,45.0,1.0,1.0,89,9,12.0,29.0,15.0,29.0,24.0,28,52,137,287
Sumatera Utara,Dairi,Pegagan Hilir,8.0,30.0,1.0,1.0,98,16,14.0,30.0,15.0,21.0,16.0,11,29,107,251
Sumatera Utara,Dairi,Sidikalang,22.0,39.0,1.0,1.0,73,12,16.0,15.0,17.0,23.0,22.0,28,26,121,232
Sumatera Utara,Dairi,Siempat Nempu,15.0,141.0,1.0,2.0,123,35,28.0,34.0,30.0,109.0,76.0,20,43,297,499
Sumatera Utara,Dairi,Siempat Nempu Hilir,5.0,19.0,1.0,1.0,29,3,17.0,15.0,14.0,12.0,11.0,6,10,75,118
Sumatera Utara,Dairi,Siempat Nempu Hulu,8.0,95.0,1.0,2.0,64,10,35.0,16.0,11.0,18.0,83.0,11,18,174,267
Sumatera Utara,Dairi,Silahi Sabungan,8.0,31.0,1.0,1.0,85,6,22.0,27.0,18.0,22.0,17.0,10,19,116,226
Sumatera Utara,Dairi,Silima Punggapungga,2.0,13.0,1.0,1.0,16,1,7.0,7.0,6.0,5.0,10.0,3,3,38,58
Sumatera Utara,Dairi,Sitinjo,13.0,46.0,1.0,1.0,66,7,7.0,17.0,15.0,36.0,23.0,17,7,115,195
Sumatera Utara,Dairi,Sumbul,171.0,267.0,2.0,3.0,750,33,76.0,356.0,164.0,165.0,139.0,222,96,1122,2009
Sumatera Utara,Dairi,Tanah Pinem,2.0,9.0,1.0,1.0,8,3,2.0,2.0,3.0,3.0,7.0,2,1,19,31
Sumatera Utara,Dairi,Tiga Lingga,5.0,37.0,1.0,1.0,60,11,18.0,3.0,4.0,9.0,31.0,6,12,71,155
Sumatera Utara,Deli Serdang,,2518.0,7557.0,43.0,97.0,8175,1672,1572.0,1488.0,1939.0,5902.0,3681.0,3274,6280,17856,34231
Sumatera Utara,Deli Serdang,Bangun Purba,16.0,22.0,1.0,1.0,13,4,5.0,4.0,4.0,9.0,14.0,21,3,57,77
Sumatera Utara,Deli Serdang,Batang Kuis,75.0,634.0,1.0,8.0,531,60,56.0,160.0,215.0,479.0,345.0,98,449,1353,2463
Sumatera Utara,Deli Serdang,Beringin,96.0,380.0,2.0,5.0,321,48,94.0,45.0,15.0,129.0,287.0,125,446,695,1512
Sumatera Utara,Deli Serdang,Birubiru,28.0,61.0,1.0,1.0,128,24,19.0,21.0,16.0,39.0,33.0,37,38,165,357
Sumatera Utara,Deli Serdang,Deli Tua,2.0,4.0,1.0,1.0,7,0,0.0,0.0,0.0,4.0,1.0,2,1,7,15
Sumatera Utara,Deli Serdang,Galang,193.0,251.0,3.0,3.0,80,199,8.0,13.0,40.0,152.0,126.0,251,199,590,1068
Sumatera Utara,Deli Serdang,Gunung Meriah,12.0,26.0,1.0,1.0,93,3,9.0,17.0,10.0,16.0,14.0,16,6,82,185
Sumatera Utara,Deli Serdang,Hamparan Perak,508.0,1146.0,6.0,13.0,1485,51,120.0,115.0,449.0,1007.0,469.0,661,493,2821,4872
Sumatera Utara,Deli Serdang,Kutalimbaru,22.0,41.0,1.0,1.0,94,28,32.0,24.0,24.0,26.0,22.0,28,19,156,300
Sumatera Utara,Deli Serdang,Labuhan Deli,9.0,12.0,1.0,1.0,29,10,0.0,1.0,1.0,3.0,8.0,12,4,25,68
Sumatera Utara,Deli Serdang,Lubuk Pakam,101.0,217.0,2.0,3.0,152,19,8.0,10.0,21.0,225.0,68.0,131,88,463,722
Sumatera Utara,Deli Serdang,Namo Rambe,38.0,98.0,1.0,2.0,324,57,44.0,46.0,44.0,53.0,60.0,49,81,296,767
Sumatera Utara,Deli Serdang,Pagar Merbau,308.0,729.0,4.0,9.0,291,79,222.0,29.0,58.0,665.0,287.0,400,571,1661,2603
Sumatera Utara,Deli Serdang,Pancur Batu,68.0,170.0,1.0,2.0,302,64,93.0,89.0,103.0,119.0,88.0,89,62,581,1017
Sumatera Utara,Deli Serdang,Pantai Labu,46.0,362.0,1.0,5.0,584,234,67.0,71.0,44.0,105.0,293.0,60,487,640,1953
Sumatera Utara,Deli Serdang,Patumbak,22.0,53.0,1.0,1.0,80,14,23.0,23.0,19.0,26.0,34.0,29,13,154,261
Sumatera Utara,Deli Serdang,Percut Sei Tuan,295.0,1569.0,4.0,18.0,1905,304,367.0,463.0,428.0,1545.0,627.0,383,1797,3813,7872
Sumatera Utara,Deli Serdang,Sibolangit,23.0,36.0,1.0,1.0,83,23,16.0,15.0,15.0,22.0,19.0,30,23,117,247
Sumatera Utara,Deli Serdang,Sinembah Tanjung Muda Hilir,42.0,90.0,1.0,1.0,154,21,32.0,51.0,40.0,53.0,51.0,54,34,281,494
Sumatera Utara,Deli Serdang,Sinembah Tanjung Muda Hulu,11.0,20.0,1.0,1.0,46,8,15.0,28.0,9.0,14.0,10.0,14,8,90,153
Sumatera Utara,Deli Serdang,Sunggal,105.0,537.0,2.0,6.0,356,111,113.0,73.0,117.0,444.0,262.0,136,463,1145,2099
Sumatera Utara,Deli Serdang,Tanjung Morawa,498.0,1101.0,6.0,13.0,1117,311,229.0,190.0,267.0,767.0,563.0,648,995,2664,5126
Sumatera Utara,Gunungsitoli,,57.0,157.0,5.0,5.0,238,112,157.0,94.0,75.0,90.0,94.0,74,272,584,1213
Sumatera Utara,Gunungsitoli,Gunung Sitoli,1.0,2.0,1.0,1.0,5,1,0.0,1.0,0.0,0.0,2.0,1,10,4,20
Sumatera Utara,Gunungsitoli,Gunungsitoli Alo Oa,4.0,10.0,1.0,1.0,8,13,13.0,4.0,2.0,11.0,3.0,5,8,38,67
Sumatera Utara,Gunungsitoli,Gunungsitoli Barat,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Gunungsitoli,Gunungsitoli Idanoi,12.0,60.0,1.0,1.0,36,11,19.0,18.0,31.0,35.0,38.0,15,172,156,378
Sumatera Utara,Gunungsitoli,Gunungsitoli Selatan,2.0,10.0,1.0,1.0,3,1,2.0,0.0,0.0,2.0,9.0,2,8,15,27
Sumatera Utara,Gunungsitoli,Gunungsitoli Utara,39.0,74.0,1.0,1.0,186,86,123.0,71.0,42.0,42.0,42.0,51,74,371,721
Sumatera Utara,Humbang Hasundutan,,381.0,1701.0,10.0,23.0,4461,920,941.0,1102.0,1190.0,908.0,1106.0,495,758,5742,12046
Sumatera Utara,Humbang Hasundutan,Bakti Raja,20.0,90.0,1.0,1.0,52,6,21.0,18.0,34.0,50.0,57.0,26,68,206,333
Sumatera Utara,Humbang Hasundutan,Dolok Sanggul,87.0,298.0,1.0,4.0,916,163,204.0,178.0,239.0,111.0,217.0,113,103,1062,2251
Sumatera Utara,Humbang Hasundutan,Lintong Nihuta,31.0,206.0,1.0,3.0,533,161,217.0,280.0,220.0,169.0,103.0,40,85,1029,1884
Sumatera Utara,Humbang Hasundutan,Onan Ganjang,30.0,165.0,1.0,2.0,379,28,45.0,106.0,110.0,79.0,114.0,39,53,493,964
Sumatera Utara,Humbang Hasundutan,Pakkat,31.0,288.0,1.0,4.0,650,220,94.0,83.0,181.0,129.0,208.0,40,69,735,1688
Sumatera Utara,Humbang Hasundutan,Paranginan,12.0,85.0,1.0,1.0,290,86,100.0,101.0,75.0,73.0,41.0,16,63,406,871
Sumatera Utara,Humbang Hasundutan,Parlilitan,73.0,240.0,1.0,3.0,644,103,83.0,144.0,117.0,139.0,146.0,95,192,724,1681
Sumatera Utara,Humbang Hasundutan,Pollung,72.0,223.0,1.0,3.0,713,100,136.0,120.0,114.0,102.0,150.0,93,84,715,1621
Sumatera Utara,Humbang Hasundutan,Sijama Polang,12.0,62.0,1.0,1.0,165,11,23.0,44.0,59.0,27.0,44.0,16,32,213,422
Sumatera Utara,Humbang Hasundutan,Tara Bintang,13.0,45.0,1.0,1.0,119,42,18.0,28.0,41.0,29.0,26.0,17,9,159,331
Sumatera Utara,Karo,,558.0,2503.0,19.0,36.0,4158,815,923.0,2060.0,1567.0,1816.0,1354.0,726,1107,8446,14594
Sumatera Utara,Karo,Barusjahe,18.0,100.0,1.0,2.0,208,31,47.0,59.0,58.0,64.0,60.0,23,27,311,579
Sumatera Utara,Karo,Berastagi,8.0,68.0,1.0,1.0,102,6,10.0,14.0,26.0,38.0,45.0,11,17,144,269
Sumatera Utara,Karo,Dolat Rayat,2.0,9.0,1.0,1.0,27,3,1.0,2.0,0.0,2.0,8.0,2,12,15,57
Sumatera Utara,Karo,Juhar,44.0,245.0,1.0,3.0,703,150,112.0,262.0,236.0,218.0,112.0,57,133,997,1995
Sumatera Utara,Karo,Kabanjahe,8.0,23.0,1.0,1.0,72,11,19.0,25.0,18.0,15.0,13.0,11,9,101,194
Sumatera Utara,Karo,Kuta Buluh,5.0,25.0,1.0,1.0,38,4,7.0,11.0,30.0,26.0,9.0,6,8,89,140
Sumatera Utara,Karo,Laubaleng,109.0,294.0,2.0,4.0,266,71,91.0,220.0,97.0,182.0,168.0,142,184,900,1427
Sumatera Utara,Karo,Mardingding,118.0,319.0,2.0,4.0,798,151,168.0,283.0,140.0,171.0,198.0,153,417,1113,2492
Sumatera Utara,Karo,Merdeka,2.0,16.0,1.0,1.0,31,1,3.0,10.0,18.0,14.0,8.0,2,6,55,93
Sumatera Utara,Karo,Merek,32.0,81.0,1.0,1.0,252,19,41.0,81.0,80.0,62.0,39.0,42,37,345,655
Sumatera Utara,Karo,Munte,32.0,251.0,1.0,3.0,546,105,116.0,578.0,365.0,243.0,106.0,42,77,1450,2188
Sumatera Utara,Karo,Naman Teran,22.0,86.0,1.0,1.0,196,26,44.0,57.0,67.0,59.0,48.0,28,39,303,565
Sumatera Utara,Karo,Payung,51.0,126.0,1.0,2.0,295,58,86.0,146.0,85.0,93.0,63.0,66,51,539,949
Sumatera Utara,Karo,Simpang Empat,18.0,39.0,1.0,1.0,111,24,29.0,51.0,31.0,35.0,15.0,23,23,184,346
Sumatera Utara,Karo,Tiga Binanga,33.0,577.0,1.0,7.0,145,80,42.0,100.0,157.0,394.0,345.0,43,12,1081,1322
Sumatera Utara,Karo,Tiganderket,25.0,159.0,1.0,2.0,188,49,60.0,67.0,87.0,139.0,75.0,32,23,460,722
Sumatera Utara,Karo,Tigapanah,33.0,83.0,1.0,1.0,180,26,47.0,94.0,72.0,61.0,42.0,43,32,359,601
Sumatera Utara,Labuhan Batu,,913.0,1512.0,16.0,23.0,5756,1047,2095.0,724.0,776.0,919.0,804.0,1187,2780,6505,16238
Sumatera Utara,Labuhan Batu,Bilah Barat,2.0,23.0,1.0,1.0,45,5,10.0,3.0,2.0,10.0,17.0,2,10,44,104
Sumatera Utara,Labuhan Batu,Bilah Hilir,56.0,100.0,1.0,2.0,345,69,98.0,39.0,28.0,45.0,63.0,73,72,346,836
Sumatera Utara,Labuhan Batu,Bilah Hulu,1.0,3.0,1.0,1.0,4,1,0.0,0.0,0.0,4.0,1.0,1,1,6,12
Sumatera Utara,Labuhan Batu,Panai Hilir,472.0,871.0,6.0,10.0,4167,671,1676.0,603.0,510.0,608.0,429.0,614,1866,4440,11238
Sumatera Utara,Labuhan Batu,Panai Hulu,74.0,110.0,1.0,2.0,388,91,112.0,20.0,35.0,58.0,62.0,96,230,383,1100
Sumatera Utara,Labuhan Batu,Panai Tengah,305.0,379.0,4.0,5.0,770,204,196.0,55.0,194.0,167.0,223.0,396,583,1231,2832
Sumatera Utara,Labuhan Batu,Pangkatan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Labuhan Batu,Rantau Selatan,2.0,14.0,1.0,1.0,24,3,2.0,3.0,6.0,21.0,2.0,2,9,36,72
Sumatera Utara,Labuhan Batu,Rantau Utara,2.0,11.0,1.0,1.0,13,3,1.0,1.0,1.0,6.0,7.0,3,9,19,44
Sumatera Utara,Labuhan Batu Selatan,,5.0,22.0,2.0,3.0,57,14,13.0,6.0,3.0,11.0,15.0,7,17,55,143
Sumatera Utara,Labuhan Batu Selatan,Kampung Rakyat,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Labuhan Batu Selatan,Kota Pinang,1.0,4.0,1.0,1.0,11,2,5.0,2.0,1.0,2.0,3.0,1,5,14,32
Sumatera Utara,Labuhan Batu Selatan,Silangkitang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Labuhan Batu Selatan,Sungai Kanan,5.0,16.0,1.0,1.0,43,11,8.0,3.0,2.0,8.0,11.0,6,12,38,104
Sumatera Utara,Labuhan Batu Selatan,Torgamba,0.0,2.0,0.0,1.0,3,1,0.0,1.0,0.0,1.0,1.0,0,0,3,7
Sumatera Utara,Labuhan Batu Utara,,489.0,966.0,10.0,15.0,5019,786,1803.0,621.0,498.0,485.0,591.0,636,1632,4634,12113
Sumatera Utara,Labuhan Batu Utara,Aek Kuo,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Labuhan Batu Utara,Aek Natas,2.0,2.0,1.0,1.0,4,0,1.0,0.0,0.0,0.0,2.0,3,1,6,11
Sumatera Utara,Labuhan Batu Utara,Kualuh Hilir,316.0,681.0,4.0,8.0,3235,485,1286.0,447.0,350.0,329.0,430.0,411,1032,3253,8034
Sumatera Utara,Labuhan Batu Utara,Kualuh Hulu,4.0,7.0,1.0,1.0,57,3,10.0,5.0,21.0,6.0,3.0,5,6,50,118
Sumatera Utara,Labuhan Batu Utara,Kualuh Leidong,149.0,194.0,2.0,3.0,1521,255,425.0,107.0,93.0,101.0,106.0,194,542,1026,3353
Sumatera Utara,Labuhan Batu Utara,Kualuh Selatan,12.0,71.0,1.0,1.0,179,38,80.0,61.0,33.0,46.0,42.0,16,45,278,542
Sumatera Utara,Labuhan Batu Utara,Marbau,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Labuhan Batu Utara,Na Ixx,5.0,11.0,1.0,1.0,23,5,1.0,1.0,1.0,3.0,8.0,7,6,21,55
Sumatera Utara,Langkat,,1325.0,3426.0,28.0,48.0,6551,734,1232.0,994.0,1978.0,2478.0,1745.0,1722,1847,10149,19379
Sumatera Utara,Langkat,Babalan,51.0,362.0,1.0,5.0,540,9,40.0,122.0,300.0,434.0,104.0,66,196,1066,1815
Sumatera Utara,Langkat,Batang Serangan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Langkat,Besitang,37.0,91.0,1.0,2.0,160,12,24.0,26.0,63.0,77.0,40.0,48,70,278,520
Sumatera Utara,Langkat,Binjai,25.0,286.0,1.0,4.0,106,2,7.0,13.0,77.0,248.0,139.0,33,69,517,698
Sumatera Utara,Langkat,Bohorok,12.0,26.0,1.0,1.0,259,24,14.0,6.0,24.0,32.0,5.0,15,5,96,385
Sumatera Utara,Langkat,Brandan Barat,42.0,69.0,1.0,1.0,296,9,52.0,67.0,107.0,41.0,37.0,54,205,358,869
Sumatera Utara,Langkat,Gebang,15.0,83.0,1.0,1.0,513,11,24.0,66.0,155.0,91.0,28.0,19,41,383,954
Sumatera Utara,Langkat,Hinai,55.0,75.0,1.0,1.0,317,34,33.0,19.0,38.0,38.0,42.0,71,153,241,748
Sumatera Utara,Langkat,Kuala,50.0,119.0,1.0,2.0,211,32,62.0,45.0,46.0,76.0,66.0,65,20,360,627
Sumatera Utara,Langkat,Kutambaru,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Langkat,Padang Tualang,2.0,3.0,1.0,1.0,31,2,0.0,1.0,2.0,2.0,2.0,2,1,9,43
Sumatera Utara,Langkat,Pangkalan Susu,92.0,239.0,1.0,3.0,645,105,71.0,38.0,108.0,129.0,147.0,119,276,612,1646
Sumatera Utara,Langkat,Pematang Jaya,10.0,65.0,1.0,1.0,89,9,11.0,9.0,11.0,57.0,30.0,13,35,131,265
Sumatera Utara,Langkat,Salapian,26.0,85.0,1.0,1.0,196,26,31.0,9.0,15.0,72.0,39.0,34,15,200,438
Sumatera Utara,Langkat,Sawit Seberang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Utara,Langkat,Secanggang,495.0,524.0,6.0,6.0,901,98,147.0,146.0,264.0,294.0,257.0,643,298,1751,3063
Sumatera Utara,Langkat,Sei Bingai,191.0,564.0,3.0,7.0,998,211,501.0,281.0,379.0,433.0,278.0,248,157,2120,3511
Sumatera Utara,Langkat,Sei Lepan,3.0,112.0,1.0,2.0,57,7,13.0,8.0,26.0,26.0,97.0,4,94,174,333
Sumatera Utara,Langkat,Selesai,42.0,140.0,1.0,2.0,333,56,69.0,31.0,71.0,91.0,80.0,55,87,397,878
Sumatera Utara,Langkat,Sirapit,115.0,357.0,2.0,4.0,383,48,54.0,39.0,93.0,237.0,199.0,149,36,771,1250
Sumatera Utara,Langkat,Stabat,18.0,66.0,1.0,1.0,245,20,42.0,18.0,91.0,52.0,33.0,23,40,259,570
