Provinsi,Kabupaten,Kecamatan,Perkiraan Panen Bulan September,Perkiraan Panen Bulan Oktober,Alsintan September,Alsintan Oktober,Bera,Penggenangan,Tanam (1-15 Hst),Vegetatif 1 (16-30 Hst),Vegetatif 2 (31-40 Hst),Max Vegetatif (41-54 Hst),Generatif 1 (55-71 Hst),Generatif 2 (72-110 Hst),Panen,Standing Crop,Luas Baku Sawah (Ha)
Lampung,Lampung Tengah,Bumi Nabung,65.0,254.0,1.0,3.0,1008,81,68.0,135.0,89.0,209.0,122.0,84,245,707,2061
Lampung,Lampung Tengah,Bumi Ratu Nuban,246.0,581.0,3.0,7.0,817,210,66.0,82.0,87.0,305.0,357.0,320,987,1217,3256
Lampung,Lampung Tengah,Gunung Sugih,326.0,1019.0,4.0,12.0,1266,350,164.0,173.0,137.0,348.0,755.0,424,598,2001,4275
Lampung,Lampung Tengah,Kalirejo,201.0,449.0,3.0,5.0,295,92,45.0,62.0,98.0,277.0,251.0,261,352,994,1743
Lampung,Lampung Tengah,Kota Gajah,298.0,1073.0,4.0,12.0,917,166,44.0,57.0,96.0,463.0,749.0,388,596,1797,3550
Lampung,Lampung Tengah,Padang Ratu,182.0,344.0,2.0,4.0,483,859,122.0,37.0,42.0,168.0,212.0,236,995,817,3171
Lampung,Lampung Tengah,Pubian,232.0,459.0,3.0,6.0,257,299,84.0,31.0,39.0,128.0,339.0,302,760,923,2255
Lampung,Lampung Tengah,Punggur,286.0,1324.0,4.0,15.0,666,83,26.0,63.0,116.0,792.0,814.0,372,574,2183,3574
Lampung,Lampung Tengah,Putra Rumbia,95.0,229.0,2.0,3.0,773,83,49.0,71.0,67.0,155.0,122.0,123,274,587,1732
Lampung,Lampung Tengah,Rumbia,138.0,361.0,2.0,5.0,821,257,187.0,261.0,165.0,233.0,200.0,180,499,1226,2869
Lampung,Lampung Tengah,Selagai Lingga,95.0,322.0,2.0,4.0,185,83,53.0,21.0,38.0,126.0,231.0,123,256,592,1122
Lampung,Lampung Tengah,Sendang Agung,198.0,476.0,3.0,6.0,166,70,24.0,18.0,43.0,316.0,256.0,258,757,915,1917
Lampung,Lampung Tengah,Seputih Agung,306.0,615.0,4.0,7.0,875,353,258.0,375.0,116.0,326.0,367.0,398,388,1840,3475
Lampung,Lampung Tengah,Seputih Banyak,270.0,533.0,3.0,6.0,985,484,152.0,87.0,102.0,240.0,342.0,351,814,1274,3582
Lampung,Lampung Tengah,Seputih Mataram,208.0,691.0,3.0,8.0,1595,660,471.0,431.0,480.0,346.0,452.0,270,517,2450,5249
Lampung,Lampung Tengah,Seputih Raman,790.0,2019.0,9.0,23.0,2188,619,183.0,174.0,256.0,544.0,1550.0,1027,1347,3734,7931
Lampung,Lampung Tengah,Seputih Surabaya,145.0,317.0,2.0,4.0,1529,143,155.0,198.0,203.0,196.0,176.0,188,400,1116,3263
Lampung,Lampung Tengah,Terbanggi Besar,400.0,1110.0,5.0,13.0,1428,208,151.0,247.0,274.0,394.0,805.0,520,442,2391,4494
Lampung,Lampung Tengah,Terusan Nunyai,12.0,22.0,1.0,1.0,39,4,10.0,13.0,5.0,9.0,15.0,15,7,67,117
Lampung,Lampung Tengah,Trimurjo,312.0,1154.0,4.0,13.0,827,147,51.0,53.0,63.0,711.0,685.0,405,854,1968,3820
Lampung,Lampung Tengah,Way Pengubuan,102.0,218.0,2.0,3.0,354,132,163.0,136.0,44.0,108.0,136.0,132,144,719,1352
Lampung,Lampung Tengah,Way Seputih,228.0,345.0,3.0,4.0,784,371,146.0,90.0,85.0,113.0,235.0,296,443,965,2590
Lampung,Lampung Timur,,4279.0,13674.0,59.0,165.0,17254,4963,2336.0,2676.0,2818.0,6605.0,9044.0,5563,10104,29042,62027
Lampung,Lampung Timur,Bandar Sribawono,25.0,181.0,1.0,3.0,615,97,41.0,46.0,34.0,74.0,134.0,32,180,361,1259
Lampung,Lampung Timur,Batanghari,258.0,614.0,3.0,7.0,990,500,126.0,121.0,167.0,347.0,364.0,336,1760,1461,4773
Lampung,Lampung Timur,Batanghari Nuban,254.0,997.0,3.0,12.0,1000,275,113.0,128.0,151.0,468.0,679.0,330,690,1869,3884
Lampung,Lampung Timur,Braja Slebah,175.0,477.0,2.0,6.0,947,147,110.0,145.0,191.0,320.0,259.0,227,343,1252,2717
Lampung,Lampung Timur,Bumi Agung,113.0,190.0,2.0,3.0,261,99,29.0,33.0,51.0,109.0,105.0,147,186,474,1034
Lampung,Lampung Timur,Gunung Pelindung,32.0,136.0,1.0,2.0,187,39,41.0,27.0,23.0,35.0,110.0,41,23,277,529
Lampung,Lampung Timur,Hutan,22.0,91.0,1.0,2.0,144,18,11.0,12.0,25.0,50.0,58.0,28,44,184,395
Lampung,Lampung Timur,Jabung,408.0,1629.0,5.0,19.0,2221,725,485.0,472.0,408.0,628.0,1189.0,530,416,3712,7148
Lampung,Lampung Timur,Labuhan Maringgai,249.0,1182.0,3.0,14.0,600,92,74.0,148.0,165.0,578.0,802.0,324,212,2091,3013
Lampung,Lampung Timur,Labuhan Ratu,62.0,158.0,1.0,2.0,217,156,29.0,9.0,14.0,79.0,101.0,80,315,312,1005
Lampung,Lampung Timur,Marga Sekampung,5.0,15.0,1.0,1.0,31,9,3.0,2.0,2.0,11.0,8.0,7,11,33,86
Lampung,Lampung Timur,Margatiga,58.0,245.0,1.0,3.0,254,46,31.0,53.0,63.0,218.0,109.0,76,121,550,993
Lampung,Lampung Timur,Mataram Baru,157.0,627.0,2.0,7.0,445,93,56.0,106.0,117.0,154.0,508.0,204,77,1145,1767
Lampung,Lampung Timur,Melinting,35.0,180.0,1.0,2.0,140,28,12.0,26.0,23.0,54.0,142.0,46,42,303,516
Lampung,Lampung Timur,Metro Kibang,12.0,43.0,1.0,1.0,60,8,4.0,4.0,6.0,26.0,26.0,16,55,82,208
Lampung,Lampung Timur,Pasir Sakti,229.0,1092.0,3.0,13.0,1286,301,219.0,381.0,231.0,472.0,776.0,298,224,2377,4220
Lampung,Lampung Timur,Pekalongan,143.0,384.0,2.0,5.0,662,322,117.0,96.0,81.0,193.0,245.0,186,684,918,2615
Lampung,Lampung Timur,Pulau,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Lampung,Lampung Timur,Purbolinggo,255.0,613.0,3.0,7.0,876,295,80.0,59.0,58.0,247.0,421.0,331,1248,1196,3655
Lampung,Lampung Timur,Raman Utara,459.0,1081.0,5.0,13.0,1113,524,175.0,129.0,150.0,466.0,723.0,597,832,2240,4749
Lampung,Lampung Timur,Sekampung,222.0,790.0,3.0,9.0,1061,243,149.0,130.0,131.0,479.0,472.0,289,877,1650,3893
Lampung,Lampung Timur,Sekampung Udik,151.0,504.0,2.0,6.0,1074,175,120.0,92.0,151.0,396.0,248.0,196,301,1203,2774
Lampung,Lampung Timur,Sukadana,125.0,348.0,2.0,4.0,459,210,53.0,39.0,54.0,155.0,234.0,163,382,698,1773
Lampung,Lampung Timur,Waway Karya,436.0,1054.0,5.0,12.0,966,244,93.0,183.0,310.0,598.0,625.0,567,315,2376,3937
Lampung,Lampung Timur,Way Bungur,110.0,266.0,2.0,3.0,1057,182,104.0,103.0,88.0,161.0,152.0,143,452,751,2487
Lampung,Lampung Timur,Way Jepara,284.0,775.0,4.0,9.0,588,135,61.0,132.0,124.0,287.0,554.0,369,314,1527,2597
Lampung,Lampung Utara,,815.0,2004.0,23.0,31.0,5395,1201,1909.0,1068.0,564.0,810.0,1378.0,1060,1506,6789,14942
Lampung,Lampung Utara,Abung  Kunang,17.0,49.0,1.0,1.0,106,6,8.0,3.0,8.0,15.0,37.0,22,16,93,223
Lampung,Lampung Utara,Abung Barat,25.0,39.0,1.0,1.0,115,4,18.0,5.0,8.0,15.0,26.0,32,17,104,241
Lampung,Lampung Utara,Abung Pekurun,18.0,28.0,1.0,1.0,65,6,8.0,3.0,4.0,11.0,18.0,23,21,67,159
Lampung,Lampung Utara,Abung Selatan,42.0,78.0,1.0,1.0,170,41,92.0,16.0,9.0,26.0,55.0,55,55,253,520
Lampung,Lampung Utara,Abung Semuli,28.0,51.0,1.0,1.0,252,177,261.0,131.0,27.0,27.0,30.0,36,154,512,1096
Lampung,Lampung Utara,Abung Surakarta,56.0,134.0,1.0,2.0,1106,267,349.0,154.0,55.0,70.0,83.0,73,260,784,2419
Lampung,Lampung Utara,Abung Tengah,53.0,225.0,1.0,3.0,244,18,34.0,19.0,22.0,74.0,172.0,69,52,390,711
Lampung,Lampung Utara,Abung Timur,77.0,252.0,1.0,3.0,967,287,493.0,301.0,60.0,123.0,166.0,100,254,1243,2758
Lampung,Lampung Utara,Abung Tinggi,38.0,137.0,1.0,2.0,212,12,30.0,25.0,55.0,50.0,101.0,50,43,311,582
Lampung,Lampung Utara,Blambangan Pagar,14.0,55.0,1.0,1.0,174,36,71.0,65.0,32.0,43.0,28.0,18,47,257,517
Lampung,Lampung Utara,Bukit Kemuning,35.0,70.0,1.0,1.0,137,8,19.0,12.0,31.0,24.0,49.0,45,21,180,349
Lampung,Lampung Utara,Bunga Mayang,32.0,73.0,1.0,1.0,163,23,64.0,78.0,57.0,19.0,56.0,41,46,315,550
Lampung,Lampung Utara,Hulusungkai,24.0,50.0,1.0,1.0,76,12,35.0,4.0,7.0,29.0,29.0,31,23,135,247
Lampung,Lampung Utara,Kotabumi,31.0,68.0,1.0,1.0,145,20,30.0,8.0,12.0,20.0,50.0,40,38,160,363
Lampung,Lampung Utara,Kotabumi Selatan,6.0,20.0,1.0,1.0,57,14,22.0,4.0,3.0,8.0,14.0,8,13,59,143
Lampung,Lampung Utara,Kotabumi Utara,81.0,180.0,1.0,2.0,413,87,128.0,152.0,77.0,59.0,130.0,105,92,651,1245
Lampung,Lampung Utara,Muara Sungkai,30.0,76.0,1.0,1.0,178,39,83.0,42.0,14.0,21.0,58.0,39,71,257,547
Lampung,Lampung Utara,Sungkai  Barat,21.0,29.0,1.0,1.0,65,7,11.0,4.0,9.0,10.0,19.0,27,15,80,168
Lampung,Lampung Utara,Sungkai Jaya,23.0,61.0,1.0,1.0,113,13,14.0,6.0,15.0,25.0,42.0,30,32,132,290
Lampung,Lampung Utara,Sungkai Selatan,53.0,78.0,1.0,1.0,151,63,50.0,13.0,18.0,41.0,44.0,69,82,235,532
Lampung,Lampung Utara,Sungkai Tengah,29.0,51.0,1.0,1.0,85,26,29.0,5.0,7.0,22.0,33.0,38,33,134,279
Lampung,Lampung Utara,Sungkai Utara,23.0,42.0,1.0,1.0,83,22,35.0,4.0,8.0,17.0,28.0,30,24,122,252
Lampung,Lampung Utara,Tanjung Raja,61.0,157.0,1.0,2.0,318,13,25.0,14.0,26.0,61.0,110.0,79,97,315,751
Lampung,Mesuji,,2756.0,8040.0,35.0,94.0,6189,1593,1225.0,1775.0,2429.0,4224.0,5075.0,3583,3044,18311,29646
Lampung,Mesuji,Hutan,16.0,39.0,1.0,1.0,109,43,20.0,20.0,10.0,27.0,20.0,21,93,118,366
Lampung,Mesuji,Mesuji,735.0,1887.0,8.0,21.0,3025,684,419.0,408.0,645.0,1268.0,1016.0,955,1622,4711,10233
Lampung,Mesuji,Mesuji Timur,832.0,1919.0,9.0,22.0,1585,431,318.0,707.0,771.0,1220.0,1055.0,1082,847,5153,8194
Lampung,Mesuji,Panca Jaya,6.0,10.0,1.0,1.0,25,3,2.0,2.0,5.0,14.0,1.0,8,10,32,74
Lampung,Mesuji,Rawajitu Utara,1127.0,4116.0,13.0,46.0,1255,385,387.0,588.0,971.0,1662.0,2941.0,1465,410,8014,10191
Lampung,Mesuji,Simpang Pematang,6.0,15.0,1.0,1.0,52,13,12.0,25.0,17.0,11.0,7.0,8,18,80,164
Lampung,Mesuji,Tanjung Raya,7.0,16.0,1.0,1.0,61,16,23.0,19.0,3.0,14.0,7.0,9,21,75,173
Lampung,Mesuji,Way Serdang,27.0,38.0,1.0,1.0,77,18,44.0,6.0,7.0,8.0,28.0,35,23,128,251
Lampung,Metro,,214.0,613.0,5.0,8.0,838,142,76.0,74.0,67.0,370.0,359.0,278,751,1224,2979
Lampung,Metro,Metro Barat,23.0,75.0,1.0,1.0,219,42,11.0,9.0,9.0,55.0,39.0,30,177,153,594
Lampung,Metro,Metro Pusat,20.0,77.0,1.0,1.0,82,4,2.0,11.0,6.0,64.0,36.0,26,54,145,289
Lampung,Metro,Metro Selatan,78.0,167.0,1.0,2.0,200,44,46.0,25.0,24.0,49.0,123.0,102,201,369,825
Lampung,Metro,Metro Timur,23.0,53.0,1.0,1.0,109,29,5.0,4.0,4.0,29.0,32.0,30,212,104,456
Lampung,Metro,Metro Utara,69.0,242.0,1.0,3.0,228,23,12.0,25.0,24.0,173.0,129.0,90,107,453,815
Lampung,Pesawaran,,1402.0,3859.0,23.0,49.0,2489,986,429.0,651.0,947.0,2547.0,2123.0,1823,2303,8520,14388
Lampung,Pesawaran,Gedung Tataan,154.0,431.0,2.0,5.0,227,24,65.0,229.0,257.0,300.0,229.0,200,164,1280,1706
Lampung,Pesawaran,Hutan,6.0,19.0,1.0,1.0,41,4,6.0,4.0,4.0,8.0,13.0,8,19,43,109
Lampung,Pesawaran,Kedondong,115.0,236.0,2.0,3.0,59,5,12.0,47.0,84.0,229.0,82.0,150,41,604,713
Lampung,Pesawaran,Marga Punduh,5.0,31.0,1.0,1.0,84,3,8.0,12.0,9.0,15.0,22.0,6,18,72,177
Lampung,Pesawaran,Negeri Katon,336.0,763.0,4.0,9.0,666,303,48.0,45.0,94.0,270.0,541.0,437,762,1435,3192
Lampung,Pesawaran,Padang Cermin,20.0,100.0,1.0,2.0,221,29,35.0,47.0,39.0,87.0,46.0,26,215,280,755
Lampung,Pesawaran,Punduh Pidada,8.0,33.0,1.0,1.0,45,7,4.0,12.0,23.0,29.0,15.0,11,34,94,181
Lampung,Pesawaran,Tegineneng,240.0,411.0,3.0,5.0,540,543,115.0,38.0,76.0,172.0,265.0,312,653,978,2730
Lampung,Pesawaran,Teluk Pandan,6.0,32.0,1.0,1.0,64,9,8.0,8.0,5.0,28.0,15.0,8,49,72,195
Lampung,Pesawaran,Way Khilau,339.0,1218.0,4.0,14.0,198,14,28.0,119.0,125.0,839.0,671.0,441,101,2223,2545
Lampung,Pesawaran,Way Lima,148.0,517.0,2.0,6.0,211,30,86.0,73.0,205.0,530.0,185.0,192,205,1271,1725
Lampung,Pesawaran,Way Ratai,25.0,67.0,1.0,1.0,133,15,14.0,17.0,26.0,40.0,39.0,32,42,168,360
Lampung,Pesisir Barat,,968.0,2185.0,16.0,30.0,1837,323,324.0,303.0,508.0,1206.0,1302.0,1258,1478,4901,8613
Lampung,Pesisir Barat,Bengkunat,75.0,116.0,1.0,2.0,196,23,26.0,15.0,25.0,50.0,73.0,97,88,286,600
Lampung,Pesisir Barat,Bengkunat Belimbing,176.0,230.0,2.0,3.0,355,68,54.0,30.0,43.0,140.0,115.0,229,270,611,1314
Lampung,Pesisir Barat,Karya Penggawa,63.0,116.0,1.0,2.0,165,19,85.0,54.0,80.0,105.0,43.0,82,37,449,680
Lampung,Pesisir Barat,Krui Selatan,47.0,95.0,1.0,2.0,87,34,17.0,10.0,24.0,73.0,44.0,61,222,229,579
Lampung,Pesisir Barat,Lemong,28.0,102.0,1.0,2.0,179,19,15.0,26.0,42.0,33.0,78.0,36,27,230,459
Lampung,Pesisir Barat,Ngambur,226.0,581.0,3.0,7.0,256,44,22.0,38.0,83.0,222.0,409.0,294,377,1068,1763
Lampung,Pesisir Barat,Pesisir Selatan,306.0,798.0,4.0,9.0,376,61,35.0,90.0,138.0,500.0,451.0,398,347,1612,2406
Lampung,Pesisir Barat,Pesisir Tengah,10.0,17.0,1.0,1.0,47,23,20.0,11.0,18.0,10.0,9.0,13,68,81,221
Lampung,Pesisir Barat,Pesisir Utara,19.0,81.0,1.0,1.0,135,13,12.0,22.0,45.0,51.0,48.0,25,21,203,376
Lampung,Pesisir Barat,Pulau Pisang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Lampung,Pesisir Barat,Way Krui,18.0,48.0,1.0,1.0,41,19,38.0,7.0,10.0,22.0,32.0,23,21,132,215
Lampung,Pringsewu,,1732.0,4885.0,22.0,59.0,1388,396,142.0,173.0,444.0,3492.0,2543.0,2252,2334,9046,13228
Lampung,Pringsewu,Adi Luwih,59.0,90.0,1.0,1.0,172,88,3.0,3.0,6.0,21.0,66.0,77,235,176,674
Lampung,Pringsewu,Ambarawa,242.0,785.0,3.0,9.0,69,5,24.0,11.0,68.0,806.0,276.0,315,125,1500,1706
Lampung,Pringsewu,Banyumas,65.0,186.0,1.0,3.0,57,17,14.0,22.0,25.0,155.0,84.0,85,109,385,571
Lampung,Pringsewu,Gading Rejo,354.0,1127.0,4.0,13.0,281,110,28.0,11.0,121.0,868.0,560.0,460,612,2048,3067
Lampung,Pringsewu,Pagelaran,296.0,612.0,4.0,7.0,227,38,18.0,26.0,43.0,340.0,358.0,385,248,1170,1689
Lampung,Pringsewu,Pagelaran Utara,74.0,144.0,1.0,2.0,73,9,18.0,34.0,40.0,122.0,60.0,96,73,370,530
Lampung,Pringsewu,Pardasuka,278.0,913.0,3.0,11.0,146,12,18.0,39.0,69.0,607.0,511.0,361,214,1605,1986
Lampung,Pringsewu,Pringsewu,234.0,667.0,3.0,8.0,200,20,13.0,21.0,52.0,441.0,368.0,304,289,1199,1717
Lampung,Pringsewu,Sukoharjo,130.0,361.0,2.0,5.0,163,97,6.0,6.0,20.0,132.0,260.0,169,429,593,1288
Lampung,Tanggamus,,1261.0,3671.0,25.0,50.0,4318,1167,1046.0,910.0,1143.0,2295.0,2107.0,1639,1462,9140,16205
Lampung,Tanggamus,Air Naningan,15.0,47.0,1.0,1.0,89,8,14.0,15.0,24.0,24.0,30.0,20,26,127,252
Lampung,Tanggamus,Bandar Negeri Semuong,44.0,85.0,1.0,1.0,198,48,75.0,45.0,38.0,55.0,45.0,57,62,315,629
Lampung,Tanggamus,Bulok,43.0,220.0,1.0,3.0,76,20,3.0,4.0,14.0,92.0,159.0,56,151,328,577
Lampung,Tanggamus,Cukuh Balak,28.0,187.0,1.0,3.0,130,29,50.0,28.0,41.0,90.0,130.0,36,63,375,604
Lampung,Tanggamus,Gisting,39.0,138.0,1.0,2.0,207,27,44.0,32.0,38.0,79.0,85.0,51,44,329,610
Lampung,Tanggamus,Gunung Alip,84.0,157.0,1.0,2.0,425,49,54.0,40.0,39.0,70.0,100.0,109,100,412,991
Lampung,Tanggamus,Hutan,23.0,87.0,1.0,1.0,151,21,27.0,30.0,57.0,56.0,50.0,30,35,250,461
Lampung,Tanggamus,Kelumbayan,31.0,68.0,1.0,1.0,138,20,16.0,22.0,15.0,42.0,38.0,40,84,173,416
Lampung,Tanggamus,Kelumbayan Barat,24.0,56.0,1.0,1.0,109,13,23.0,22.0,20.0,38.0,30.0,31,61,164,350
Lampung,Tanggamus,Kota Agung,21.0,57.0,1.0,1.0,121,51,38.0,37.0,14.0,27.0,37.0,27,91,180,451
Lampung,Tanggamus,Kota Agung Barat,20.0,139.0,1.0,2.0,248,128,68.0,22.0,14.0,61.0,100.0,26,70,291,741
Lampung,Tanggamus,Kota Agung Timur,28.0,114.0,1.0,2.0,161,58,25.0,151.0,110.0,74.0,66.0,36,27,462,717
Lampung,Tanggamus,Limau,15.0,43.0,1.0,1.0,63,13,22.0,31.0,26.0,32.0,22.0,20,21,153,254
Lampung,Tanggamus,Pematang Sawa,32.0,73.0,1.0,1.0,117,31,17.0,6.0,10.0,26.0,52.0,42,112,153,417
Lampung,Tanggamus,Pugung,286.0,536.0,4.0,6.0,235,34,45.0,26.0,53.0,395.0,253.0,372,139,1144,1559
Lampung,Tanggamus,Pulau Panggung,86.0,208.0,1.0,3.0,280,53,65.0,71.0,80.0,135.0,114.0,112,94,577,1017
Lampung,Tanggamus,Semaka,145.0,413.0,2.0,5.0,358,206,203.0,143.0,365.0,284.0,222.0,189,39,1406,2032
Lampung,Tanggamus,Sumberejo,83.0,181.0,1.0,3.0,217,66,62.0,27.0,27.0,82.0,118.0,108,81,424,789
Lampung,Tanggamus,Talang Padang,85.0,237.0,1.0,3.0,239,32,44.0,29.0,38.0,114.0,155.0,111,50,491,815
Lampung,Tanggamus,Ulubelu,68.0,115.0,1.0,2.0,271,24,38.0,40.0,38.0,60.0,67.0,89,79,332,710
Lampung,Tanggamus,Wonosobo,59.0,508.0,1.0,6.0,485,236,113.0,89.0,82.0,459.0,234.0,77,33,1054,1813
Lampung,Tulangbawang,,4938.0,13935.0,61.0,162.0,11490,2440,2477.0,4750.0,4293.0,6295.0,9350.0,6420,3784,33585,52133
Lampung,Tulangbawang,Banjar Agung,1.0,2.0,1.0,1.0,10,2,7.0,1.0,0.0,2.0,1.0,1,2,12,26
Lampung,Tulangbawang,Banjar Baru,19.0,30.0,1.0,1.0,47,28,22.0,6.0,10.0,15.0,18.0,25,29,96,201
Lampung,Tulangbawang,Banjar Margo,12.0,51.0,1.0,1.0,156,26,11.0,12.0,18.0,37.0,28.0,15,83,121,392
Lampung,Tulangbawang,Dente Teladas,626.0,2308.0,7.0,26.0,3808,753,671.0,1116.0,818.0,1462.0,1347.0,814,1501,6228,12654
Lampung,Tulangbawang,Gedung Aji,80.0,564.0,1.0,7.0,425,108,78.0,129.0,127.0,216.0,425.0,104,69,1079,1699
Lampung,Tulangbawang,Gedung Aji Baru,167.0,575.0,2.0,7.0,522,175,181.0,110.0,94.0,232.0,409.0,217,155,1243,2118
Lampung,Tulangbawang,Gedung Meneng,1025.0,3093.0,12.0,35.0,3630,686,774.0,1267.0,1218.0,1544.0,2006.0,1333,1162,8142,13809
Lampung,Tulangbawang,Menggala,32.0,174.0,1.0,2.0,186,34,44.0,49.0,44.0,121.0,99.0,41,28,398,648
Lampung,Tulangbawang,Menggala Timur,60.0,193.0,1.0,3.0,320,44,84.0,44.0,50.0,124.0,110.0,78,44,490,904
Lampung,Tulangbawang,Meraksa Aji,18.0,63.0,1.0,1.0,129,24,16.0,17.0,17.0,38.0,38.0,24,35,150,341
Lampung,Tulangbawang,Penawar Aji,84.0,236.0,1.0,3.0,351,91,87.0,118.0,127.0,144.0,137.0,109,147,722,1369
Lampung,Tulangbawang,Penawar Tama,33.0,142.0,1.0,2.0,255,67,34.0,37.0,58.0,74.0,93.0,43,67,339,744
Lampung,Tulangbawang,Rawa Pitu,1089.0,2066.0,12.0,23.0,848,237,307.0,1066.0,718.0,955.0,1302.0,1416,269,5764,7185
Lampung,Tulangbawang,Rawajitu Selatan,1575.0,4015.0,17.0,45.0,500,104,85.0,682.0,893.0,1129.0,3055.0,2048,114,7892,8664
Lampung,Tulangbawang,Rawajitu Timur,117.0,421.0,2.0,5.0,303,61,76.0,96.0,101.0,202.0,282.0,152,79,909,1379
Lampung,Tulangbawang Barat,,277.0,538.0,8.0,11.0,3121,970,1077.0,375.0,154.0,201.0,368.0,360,679,2535,7318
Lampung,Tulangbawang Barat,Gunung Agung,2.0,5.0,1.0,1.0,24,6,15.0,5.0,5.0,2.0,3.0,3,4,33,67
Lampung,Tulangbawang Barat,Gunung Terang,30.0,62.0,1.0,1.0,135,75,96.0,42.0,16.0,24.0,42.0,39,66,259,538
Lampung,Tulangbawang Barat,Lambu Kibang,2.0,4.0,1.0,1.0,6,1,10.0,3.0,1.0,1.0,3.0,3,4,21,32
Lampung,Tulangbawang Barat,Pagar Dewa,30.0,64.0,1.0,1.0,137,35,41.0,15.0,7.0,47.0,31.0,39,21,180,373
Lampung,Tulangbawang Barat,Tulangbawang Tengah,69.0,126.0,1.0,2.0,347,143,123.0,62.0,27.0,41.0,89.0,90,114,432,1039
Lampung,Tulangbawang Barat,Tulangbawang Udik,46.0,95.0,1.0,2.0,600,121,205.0,66.0,15.0,22.0,73.0,60,164,441,1328
Lampung,Tulangbawang Barat,Tumi Jajar,97.0,183.0,2.0,3.0,1872,589,587.0,182.0,83.0,64.0,127.0,126,306,1169,3941
Lampung,Tulangbawang Barat,Way Kenanga,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Lampung,Way Kanan,,1009.0,2830.0,18.0,38.0,4294,776,1645.0,834.0,588.0,1597.0,1716.0,1312,1738,7692,14579
Lampung,Way Kanan,Bahuga,71.0,238.0,1.0,3.0,278,117,315.0,142.0,53.0,136.0,146.0,92,227,884,1511
Lampung,Way Kanan,Banjit,158.0,602.0,2.0,7.0,1030,87,250.0,137.0,126.0,273.0,414.0,205,106,1405,2643
Lampung,Way Kanan,Baradatu,86.0,281.0,1.0,4.0,403,32,67.0,33.0,52.0,124.0,193.0,112,96,581,1119
Lampung,Way Kanan,Blambangan Umpu,72.0,118.0,1.0,2.0,204,25,37.0,42.0,29.0,59.0,70.0,94,86,331,650
Lampung,Way Kanan,Buay  Bahuga,87.0,392.0,1.0,5.0,266,66,99.0,74.0,26.0,296.0,205.0,113,288,813,1438
Lampung,Way Kanan,Bumi Agung,129.0,435.0,2.0,5.0,356,103,106.0,116.0,82.0,356.0,206.0,168,332,1034,1837
Lampung,Way Kanan,Gunung Labuhan,17.0,50.0,1.0,1.0,114,11,21.0,11.0,21.0,23.0,33.0,22,17,131,276
Lampung,Way Kanan,Kasui,25.0,72.0,1.0,1.0,102,7,19.0,16.0,32.0,54.0,36.0,32,27,189,326
Lampung,Way Kanan,Negara Batin,145.0,126.0,2.0,2.0,472,139,325.0,69.0,48.0,43.0,73.0,188,103,746,1465
Lampung,Way Kanan,Negeri Agung,15.0,36.0,1.0,1.0,81,5,16.0,17.0,9.0,19.0,22.0,20,39,103,230
Lampung,Way Kanan,Negeri Besar,40.0,45.0,1.0,1.0,163,59,163.0,62.0,22.0,12.0,30.0,52,102,341,669
Lampung,Way Kanan,Pakuan Ratu,112.0,336.0,2.0,4.0,653,93,195.0,90.0,61.0,128.0,241.0,145,205,860,1822
Lampung,Way Kanan,Rebang Tangkas,23.0,46.0,1.0,1.0,64,2,7.0,14.0,20.0,41.0,18.0,30,12,130,212
Lampung,Way Kanan,Way Tuba,30.0,54.0,1.0,1.0,108,30,25.0,11.0,7.0,33.0,29.0,39,98,144,381
,,Kepulauan Bangka Belitung,1392.0,3749.0,37.0,63.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,,108.0,326.0,5.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Bakam,8.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Belinyu,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Mendo Barat,32.0,126.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Merawang,23.0,48.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Pemali,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Puding Besar,29.0,113.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Riau Silip,16.0,16.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka,Sungai Liat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,,165.0,325.0,5.0,7.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,Jebus,17.0,51.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,Kelapa,74.0,113.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,Mentok,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,Parittiga,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Bangka Barat,Simpang Teritip,37.0,93.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
