Provinsi,Kabupaten,Kecamatan,Perkiraan Panen Bulan September,Perkiraan Panen Bulan Oktober,Alsintan September,Alsintan Oktober,Bera,Penggenangan,Tanam (1-15 Hst),Vegetatif 1 (16-30 Hst),Vegetatif 2 (31-40 Hst),Max Vegetatif (41-54 Hst),Generatif 1 (55-71 Hst),Generatif 2 (72-110 Hst),Panen,Standing Crop,Luas Baku Sawah (Ha)
,Manggarai Barat,Ndoso,74.0,236.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Barat,Sano Nggoang,118.0,233.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Barat,Welak,144.0,219.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,,1007.0,3282.0,15.0,40.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Borong,167.0,408.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Elar,45.0,152.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Elar Selatan,76.0,524.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Kota Komba,162.0,584.0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Lamba Leda,110.0,343.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Poco Ranaka,137.0,275.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Poco Ranaka Timur,78.0,227.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Rana Mese,103.0,268.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Manggarai Timur,Sambi Rampas,130.0,501.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,,495.0,3148.0,9.0,39.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Aesesa,267.0,2322.0,3.0,26.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Aesesa Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Boawae,116.0,306.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Keo Tengah,9.0,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Mauponggo,50.0,215.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Nangaroro,29.0,92.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Nagakeo,Wolowae,24.0,182.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,,592.0,1899.0,13.0,29.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Aimere,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Bajawa,3.0,27.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Bajawa Utara,69.0,280.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Golewa,14.0,33.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Golewa Barat,4.0,50.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Golewa Selatan,43.0,112.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Inerie,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Jerebuu,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Riung,26.0,295.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Riung Barat,73.0,319.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Soa,265.0,555.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,0
,Ngada,Wolomeze,96.0,224.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,,697.0,2786.0,13.0,37.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Landu Leko,19.0,106.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Lobalain,149.0,635.0,2.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Ndao Nuse,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Pantai Baru,47.0,305.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Barat,20.0,36.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Barat Daya,155.0,512.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Barat Laut,248.0,647.0,3.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Selatan,7.0,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Tengah,26.0,229.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Rote Ndao,Rote Timur,28.0,283.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,,246.0,913.0,7.0,14.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Hawu Mehara,3.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Raijua,1.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Sabu Barat,139.0,622.0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Sabu Liae,5.0,37.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Sabu Tengah,84.0,202.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Sabu Rajua,Sabu Timur,14.0,39.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,,236.0,677.0,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Alok,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Alok Barat,0.0,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Alok Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Bola,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Doreng,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Hewokloang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Kangae,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Kewapante,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Koting,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Lela,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Magepanda,178.0,462.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Mapitara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Mego,24.0,55.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Nelle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Nita,3.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Paga,8.0,31.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Palue,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Talibura,8.0,34.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Tana Wawo,7.0,29.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Waiblama,3.0,10.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sikka,Waigete,5.0,43.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,,1249.0,2344.0,17.0,29.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Kota Waikabubak,403.0,481.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Laboya Barat,44.0,149.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Lamboya,120.0,309.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Loli,341.0,779.0,4.0,9.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Tana Righu,11.0,15.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat,Wanokaka,330.0,610.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,,712.0,1247.0,14.0,20.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Kodi,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Kodi Balaghar,2.0,12.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Kodi Bangedo,21.0,68.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Kodi Utara,17.0,43.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Kota Tambaloka,8.0,19.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Loura,25.0,87.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Wewewa Barat,239.0,301.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Wewewa Selatan,89.0,204.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Wewewa Tengah,39.0,96.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Wewewa Timur,271.0,417.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Barat Daya,Wewewa Utara,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,,476.0,2348.0,7.0,28.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,Katikutana,153.0,317.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,Katikutana Selatan,156.0,708.0,2.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,Mamboro,12.0,159.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,Umbu Ratu Nggay,75.0,295.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Tengah,Umbu Ratu Nggay Barat,81.0,869.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,,1121.0,6075.0,27.0,79.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Haharu,10.0,94.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Kahaungu Eti,28.0,80.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Kambata Mapambuhang,6.0,27.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Kambera,40.0,184.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Kanatang,34.0,60.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Karera,36.0,212.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Katala Hamu Lingu,68.0,370.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Kota Waingapu,3.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Lewa,280.0,1794.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Lewa Tidahu,132.0,883.0,2.0,10.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Mahu,10.0,26.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Matawai La Pawu,13.0,117.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Ngadu Ngala,7.0,50.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Nggaha Oriangu,67.0,356.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Paberiwai,12.0,43.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Pahunga Lodu,111.0,632.0,2.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Pandawai,52.0,163.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Pinupahar,5.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Rindi,67.0,350.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Tabundung,35.0,174.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Umalulu,80.0,301.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Sumba Timur,Wula Waijelu,24.0,124.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,,286.0,988.0,24.0,29.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanatun Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanatun Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanuban Barat,2.0,10.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanuban Selatan,104.0,315.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanuban Tengah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Amanuban Timur,13.0,25.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Batu Putih,9.0,213.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Boking,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Fatukopa,2.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Fatumnasi,21.0,51.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Fautmolo,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kie,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kokbaun,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kolbano,5.0,10.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kota Soe,2.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kot'olin,2.0,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kualin,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kuan Fatu,2.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Kuatnana,3.0,12.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Mollo Barat,36.0,96.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Mollo Selatan,5.0,22.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Mollo Tengah,2.0,17.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Mollo Utara,9.0,40.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Noebana,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Noebeba,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Nunbena,2.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Nunkolo,2.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Oenino,19.0,33.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Polen,20.0,42.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Santian,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Tobu,25.0,67.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Selatan,Toianas,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,,802.0,2711.0,20.0,45.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Biboki Anleu,321.0,668.0,4.0,8.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Binoki Feotleu,0.0,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Biboki Monleu,62.0,461.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Biboki Selatan,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Biboki Tanpah,48.0,198.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Biboki Utara,64.0,381.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Bikomi Nilulat,0.0,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Bikomi Selatan,66.0,143.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Bikomi Tengah,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Bikomi Utara,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Insana,16.0,72.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Insana Barat,30.0,75.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Insana Fafinesu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Insana Tengah,11.0,100.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Insana Utara,33.0,304.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Kota Kefamenanu,22.0,37.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Miomaffo Barat,11.0,17.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Miomaffo Tengah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Miomaffo Timur,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Musi,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Mutis,15.0,15.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Naibenu,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Noemuti,50.0,92.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
,Timor Tengah Utara,Noemuti Timur,52.0,131.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
Kalimantan Barat,,,22164.0,49691.0,338.0,645.0,77794,13700,15863.0,15329.0,15834.0,25397.0,20546.0,19652.0,35389,112621.0,242920
Kalimantan Barat,Bengkayang,,903.0,2320.0,21.0,35.0,3569,427,547.0,711.0,722.0,1211.0,941.0,682.0,1640,4814.0,10557
Kalimantan Barat,Bengkayang,Bengkayang,36.0,133.0,1.0,2.0,111,38,19.0,32.0,39.0,75.0,45.0,18.0,93,228.0,479
Kalimantan Barat,Bengkayang,Capkala,105.0,214.0,2.0,3.0,188,14,18.0,25.0,38.0,135.0,100.0,91.0,178,407.0,792
Kalimantan Barat,Bengkayang,Jagoi Babang,53.0,128.0,1.0,2.0,291,20,33.0,34.0,28.0,80.0,48.0,49.0,52,272.0,641
Kalimantan Barat,Bengkayang,Ledo,16.0,66.0,1.0,1.0,73,8,10.0,8.0,16.0,43.0,16.0,12.0,46,105.0,237
Kalimantan Barat,Bengkayang,Lembah Bawang,16.0,41.0,1.0,1.0,147,8,14.0,15.0,20.0,17.0,10.0,20.0,60,96.0,314
Kalimantan Barat,Bengkayang,Lumar,33.0,74.0,1.0,1.0,97,34,18.0,32.0,29.0,33.0,30.0,30.0,27,172.0,336
Kalimantan Barat,Bengkayang,Monterado,162.0,357.0,2.0,4.0,684,66,86.0,117.0,130.0,160.0,163.0,128.0,272,784.0,1821
Kalimantan Barat,Bengkayang,Samalantan,108.0,393.0,2.0,5.0,670,65,119.0,136.0,150.0,190.0,128.0,64.0,263,787.0,1804
Kalimantan Barat,Bengkayang,Sanggau Ledo,35.0,121.0,1.0,2.0,176,12,18.0,20.0,22.0,80.0,47.0,14.0,38,201.0,432
Kalimantan Barat,Bengkayang,Seluas,33.0,115.0,1.0,2.0,244,27,56.0,44.0,36.0,65.0,34.0,26.0,161,261.0,699
Kalimantan Barat,Bengkayang,Siding,7.0,16.0,1.0,1.0,70,7,5.0,5.0,3.0,11.0,6.0,6.0,18,36.0,132
Kalimantan Barat,Bengkayang,Sungai Betung,28.0,118.0,1.0,2.0,199,35,48.0,116.0,46.0,61.0,26.0,24.0,119,321.0,683
Kalimantan Barat,Bengkayang,Sungai Raya,39.0,30.0,1.0,1.0,42,9,7.0,3.0,5.0,9.0,38.0,32.0,12,94.0,157
Kalimantan Barat,Bengkayang,Sungai Raya Kep,53.0,81.0,1.0,1.0,79,15,9.0,8.0,14.0,46.0,51.0,45.0,103,173.0,371
Kalimantan Barat,Bengkayang,Suti Semarang,7.0,15.0,1.0,1.0,64,5,3.0,6.0,5.0,7.0,7.0,6.0,14,34.0,117
Kalimantan Barat,Bengkayang,Teriak,144.0,277.0,2.0,4.0,287,51,62.0,77.0,91.0,120.0,161.0,97.0,133,608.0,1090
Kalimantan Barat,Bengkayang,Tujuh Belas,28.0,142.0,1.0,2.0,147,13,22.0,33.0,50.0,79.0,31.0,20.0,51,235.0,452
Kalimantan Barat,Kapuas Hulu,,1082.0,2281.0,26.0,38.0,4321,543,786.0,766.0,719.0,1117.0,1080.0,871.0,2030,5339.0,12387
Kalimantan Barat,Kapuas Hulu,Badau,22.0,26.0,1.0,1.0,58,3,7.0,9.0,4.0,11.0,27.0,11.0,22,69.0,153
Kalimantan Barat,Kapuas Hulu,Batang Lupar,30.0,77.0,1.0,1.0,187,18,24.0,23.0,29.0,33.0,37.0,16.0,36,162.0,411
Kalimantan Barat,Kapuas Hulu,Bika,59.0,128.0,1.0,2.0,259,28,47.0,38.0,53.0,49.0,62.0,43.0,137,292.0,723
Kalimantan Barat,Kapuas Hulu,Boyan Tanjung,33.0,78.0,1.0,1.0,181,29,48.0,40.0,25.0,38.0,37.0,22.0,80,210.0,504
Kalimantan Barat,Kapuas Hulu,Bunut Hilir,39.0,55.0,1.0,1.0,114,18,31.0,26.0,17.0,20.0,43.0,27.0,79,164.0,380
Kalimantan Barat,Kapuas Hulu,Bunut Hulu,58.0,106.0,1.0,2.0,345,39,48.0,32.0,33.0,50.0,55.0,50.0,176,268.0,832
Kalimantan Barat,Kapuas Hulu,Embaloh Hilir,22.0,48.0,1.0,1.0,87,10,15.0,17.0,18.0,24.0,14.0,27.0,75,115.0,289
Kalimantan Barat,Kapuas Hulu,Embaloh Hulu,69.0,159.0,1.0,2.0,345,56,80.0,72.0,46.0,85.0,69.0,55.0,194,407.0,1038
Kalimantan Barat,Kapuas Hulu,Empanang,1.0,1.0,1.0,1.0,4,0,1.0,3.0,0.0,1.0,1.0,0.0,2,6.0,12
Kalimantan Barat,Kapuas Hulu,Hulu Gurung,44.0,130.0,1.0,2.0,232,31,41.0,42.0,48.0,67.0,36.0,44.0,115,278.0,666
Kalimantan Barat,Kapuas Hulu,Jongkong,90.0,146.0,1.0,2.0,180,31,57.0,33.0,30.0,80.0,88.0,75.0,83,363.0,664
Kalimantan Barat,Kapuas Hulu,Kalis,66.0,140.0,1.0,2.0,230,15,31.0,44.0,49.0,66.0,60.0,60.0,103,310.0,661
Kalimantan Barat,Kapuas Hulu,Mentebah,61.0,87.0,1.0,1.0,225,32,32.0,14.0,23.0,38.0,62.0,47.0,102,216.0,576
Kalimantan Barat,Kapuas Hulu,Pengkadan,55.0,99.0,1.0,2.0,221,35,46.0,50.0,32.0,45.0,54.0,45.0,71,272.0,604
Kalimantan Barat,Kapuas Hulu,Puring Kencana,8.0,20.0,1.0,1.0,73,10,11.0,13.0,10.0,7.0,7.0,7.0,14,55.0,156
Kalimantan Barat,Kapuas Hulu,Putussibau Selatan,111.0,276.0,2.0,4.0,507,52,58.0,98.0,99.0,121.0,135.0,61.0,289,572.0,1431
Kalimantan Barat,Kapuas Hulu,Putussibau Utara,100.0,265.0,2.0,3.0,451,48,52.0,76.0,88.0,131.0,112.0,66.0,194,525.0,1227
Kalimantan Barat,Kapuas Hulu,Seberuang,56.0,91.0,1.0,2.0,140,18,20.0,18.0,14.0,66.0,27.0,78.0,106,223.0,496
Kalimantan Barat,Kapuas Hulu,Selimbau,100.0,179.0,2.0,2.0,272,42,87.0,51.0,42.0,89.0,117.0,60.0,68,446.0,839
Kalimantan Barat,Kapuas Hulu,Semitau,12.0,39.0,1.0,1.0,96,12,16.0,27.0,13.0,21.0,12.0,9.0,32,98.0,247
Kalimantan Barat,Kapuas Hulu,Silat Hilir,8.0,22.0,1.0,1.0,16,2,10.0,8.0,9.0,12.0,3.0,12.0,8,54.0,83
Kalimantan Barat,Kapuas Hulu,Silat Hulu,9.0,13.0,1.0,1.0,22,2,4.0,2.0,4.0,7.0,6.0,10.0,10,33.0,67
Kalimantan Barat,Kapuas Hulu,Suhaid,33.0,96.0,1.0,2.0,76,12,20.0,30.0,33.0,56.0,16.0,46.0,34,201.0,328
Kalimantan Barat,Kayong Utara,,1039.0,2998.0,14.0,36.0,4201,501,627.0,735.0,893.0,1721.0,933.0,956.0,2091,5865.0,12878
Kalimantan Barat,Kayong Utara,Kepulauan Karimata,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
Kalimantan Barat,Kayong Utara,Pulau Maya,251.0,584.0,3.0,7.0,911,75,112.0,105.0,111.0,392.0,196.0,265.0,471,1181.0,2661
Kalimantan Barat,Kayong Utara,Seponti,187.0,634.0,3.0,8.0,722,88,95.0,157.0,208.0,360.0,160.0,181.0,538,1161.0,2583
Kalimantan Barat,Kayong Utara,Simpang Hilir,268.0,708.0,3.0,8.0,955,108,159.0,164.0,216.0,388.0,252.0,234.0,491,1413.0,3003
Kalimantan Barat,Kayong Utara,Sukadana,211.0,728.0,3.0,9.0,999,104,183.0,223.0,224.0,411.0,227.0,152.0,432,1420.0,2999
Kalimantan Barat,Kayong Utara,Teluk Batang,121.0,344.0,2.0,4.0,614,126,78.0,86.0,134.0,170.0,98.0,124.0,159,690.0,1632
