Kode Provinsi,Nama Provinsi,Kode Kab,Nama Kabupaten,Luas Panen_Jan-24,Luas Panen_Feb-24,Luas Panen_Mar-24,Luas Panen_Apr-24,Luas Panen_Mei-24,Luas Panen_Jun-24,Luas Panen_Jul-24,Luas Panen_Ags-24,Luas Panen_Sep-24,Luas Panen_Okt-24,Luas Panen_Nov-24,Luas Panen_Des-24,Luas Panen_Jan-Des 2024,Luas Panen_Jan-25,Luas Panen_Feb-25,Luas Panen_Mar-25,Luas Panen_Apr-25,Luas Panen_Mei-25,Luas Panen_Jun-25,Luas Panen_Jul-25,Luas Panen_Ags-25,Luas Panen_Sep-25,Luas Panen_Okt-25,Luas Panen_Nov-25,Produksi Padi_Jan-24,Produksi Padi_Feb-24,Produksi Padi_Mar-24,Produksi Padi_Apr-24,Produksi Padi_Mei-24,Produksi Padi_Jun-24,Produksi Padi_Jul-24,Produksi Padi_Ags-24,Produksi Padi_Sep-24,Produksi Padi_Okt-24,Produksi Padi_Nov-24,Produksi Padi_Des-24,Produksi Padi_Jan-Des 2024,Produksi Padi_Jan-25,Produksi Padi_Feb-25,Produksi Padi_Mar-25,Produksi Padi_Apr-25,Produksi Padi_Mei-25,Produksi Padi_Jun-25,Produksi Padi_Jul-25,Produksi Padi_Ags-25,Produksi Padi_Sep-25,Produksi Padi_Okt-25,Produksi Padi_Nov-25,Produksi Beras_Jan-24,Produksi Beras_Feb-24,Produksi Beras_Mar-24,Produksi Beras_Apr-24,Produksi Beras_Mei-24,Produksi Beras_Jun-24,Produksi Beras_Jul-24,Produksi Beras_Ags-24,Produksi Beras_Sep-24,Produksi Beras_Okt-24,Produksi Beras_Nov-24,Produksi Beras_Des-24,Produksi Beras_Jan-Des 2024,Produksi Beras_Jan-25,Produksi Beras_Feb-25,Produksi Beras_Mar-25,Produksi Beras_Apr-25,Produksi Beras_Mei-25,Produksi Beras_Jun-25,Produksi Beras_Jul-25,Produksi Beras_Ags-25,Produksi Beras_Sep-25,Produksi Beras_Okt-25,Produksi Beras_Nov-25
17,BENGKULU,1706,BENGKULU - Mukomuko,13,15,0,0,1.310,1.084,56,23,385,1.271,489,282,4.928,386,86,114,90,2.033,144,17,16,877,732,383,76,59,0,0,7.649,6.198,331,135,2.207,7.382,2.839,1.620,28.495,2.126,407,628,496,12.220,865,82,96,4.801,3.994,1.929,44,34,0,0,4.405,3.570,191,78,1.271,4.252,1.635,933,16.412,1.225,235,362,286,7.038,498,47,55,2.765,2.301,1.111
17,BENGKULU,1707,BENGKULU - Lebong,298,3.151,1.964,958,876,489,75,0,1,70,909,705,9.496,2.698,1.448,360,1.017,392,367,36,0,64,175,280,1.877,19.821,12.352,6.027,4.038,2.252,345,0,10,522,6.805,5.281,59.331,16.472,8.836,2.200,6.192,1.760,1.652,162,0,434,1.193,1.888,1.081,11.416,7.114,3.471,2.326,1.297,199,0,5,301,3.919,3.042,34.172,9.487,5.089,1.267,3.566,1.014,951,93,0,250,687,1.087
17,BENGKULU,1708,BENGKULU - Kepahiang,470,308,115,312,424,435,301,306,498,326,280,196,3.971,276,416,187,321,564,277,206,309,246,168,223,2.162,1.395,530,1.427,1.890,1.935,1.340,1.352,2.380,1.538,1.338,936,18.223,1.321,1.990,895,1.537,2.991,1.476,1.097,1.641,1.219,832,1.104,1.245,803,305,822,1.089,1.115,772,779,1.371,886,771,539,10.496,761,1.146,515,885,1.723,850,632,945,702,479,636
17,BENGKULU,1709,BENGKULU - Bengkulu Tengah,14,0,30,34,129,160,84,89,114,62,93,7,815,3,98,170,553,172,36,24,57,181,118,174,63,0,138,155,416,517,269,286,469,248,383,29,2.973,12,438,756,2.474,758,159,106,251,706,467,699,36,0,79,89,240,298,155,165,270,143,221,17,1.713,7,252,435,1.425,437,91,61,145,407,269,403
17,BENGKULU,1771,BENGKULU - Kota Bengkulu,0,0,6,15,8,322,223,65,17,1,14,84,755,85,24,62,223,28,76,31,44,75,60,91,0,0,25,63,43,1.619,1.122,329,74,3,60,357,3.694,371,107,274,979,100,271,111,156,294,234,358,0,0,15,36,25,932,646,189,43,2,35,205,2.128,214,62,158,564,58,156,64,90,169,135,206
18,LAMPUNG,1801,LAMPUNG - Lampung Barat,373,875,1.444,2.595,1.318,392,755,18,767,3.640,877,350,13.405,89,302,771,3.189,1.769,1.150,222,44,528,2.193,1.322,1.861,4.363,7.204,12.948,5.797,1.725,3.322,81,3.506,16.632,4.007,1.599,63.046,458,1.550,3.943,16.336,9.080,5.716,1.143,230,2.505,10.415,6.268,1.070,2.508,4.141,7.443,3.333,991,1.910,47,2.016,9.561,2.304,919,36.242,263,891,2.267,9.391,5.220,3.286,657,132,1.440,5.987,3.603
18,LAMPUNG,1802,LAMPUNG - Tanggamus,1.207,245,1.528,2.674,4.628,2.767,863,633,1.955,3.125,1.763,2.555,23.944,1.752,627,1.877,2.823,3.310,4.097,518,1.936,2.745,2.270,1.818,6.823,1.387,8.638,15.121,25.676,15.350,4.786,3.513,11.178,17.864,10.078,14.603,135.017,10.341,3.699,10.678,16.571,18.601,23.046,2.915,10.710,14.739,12.439,10.033,3.922,797,4.966,8.692,14.760,8.824,2.751,2.020,6.426,10.269,5.793,8.395,77.615,5.945,2.126,6.138,9.526,10.693,13.248,1.675,6.156,8.472,7.151,5.768
18,LAMPUNG,1803,LAMPUNG - Lampung Selatan,148,38,1.653,13.118,14.111,2.881,242,1.119,15.081,7.021,1.999,474,57.885,20,794,7.893,22.884,6.868,804,954,5.400,15.931,10.338,2.705,932,242,9.113,78.571,75.479,15.656,1.230,6.075,80.200,37.142,10.652,2.543,317.834,134,4.224,50.626,152.434,37.417,4.301,4.947,29.479,84.677,55.392,14.093,535,139,5.239,45.167,43.389,9.000,707,3.492,46.103,21.351,6.123,1.462,182.708,77,2.428,29.102,87.627,21.510,2.472,2.844,16.946,48.677,31.842,8.102
18,LAMPUNG,1804,LAMPUNG - Lampung Timur,705,392,6.236,17.581,19.180,7.059,1.008,6.895,12.951,11.037,9.941,354,93.340,250,1.598,18.514,17.038,11.048,1.922,3.657,13.424,13.046,12.733,3.230,4.147,2.198,36.301,100.210,84.597,31.361,4.477,30.446,71.327,60.489,55.195,1.968,482.716,1.289,8.640,100.980,94.189,57.195,10.067,18.935,69.417,67.079,66.899,17.135,2.384,1.264,20.868,57.606,48.631,18.028,2.574,17.502,41.002,34.772,31.729,1.131,277.491,741,4.967,58.049,54.145,32.879,5.787,10.885,39.905,38.561,38.457,9.850
18,LAMPUNG,1805,LAMPUNG - Lampung Tengah,538,994,15.808,28.748,20.045,1.442,3.745,14.215,16.653,4.524,628,366,107.705,1.918,5.002,21.011,26.815,12.651,2.756,5.015,21.125,17.625,5.345,764,3.306,5.862,91.945,174.484,109.936,7.941,20.626,78.274,91.175,24.976,3.468,2.024,614.017,11.705,28.118,119.678,162.970,71.396,15.529,27.901,118.306,96.427,29.204,4.195,1.900,3.370,52.855,100.303,63.197,4.565,11.857,44.996,52.412,14.358,1.994,1.163,352.969,6.728,16.164,68.797,93.684,41.042,8.927,16.039,68.008,55.431,16.788,2.412
18,LAMPUNG,1806,LAMPUNG - Lampung Utara,28,87,1.650,2.916,3.368,1.775,251,1.773,2.378,612,65,190,15.093,269,2.378,3.435,4.642,1.473,1.158,3.273,3.715,1.763,973,431,124,382,7.111,12.549,13.833,7.305,1.034,7.297,9.947,2.541,269,786,63.179,1.254,11.203,16.038,21.665,6.577,5.131,14.457,16.533,7.406,4.087,1.799,71,219,4.088,7.214,7.952,4.199,595,4.195,5.718,1.461,155,452,36.319,721,6.440,9.220,12.454,3.781,2.950,8.311,9.504,4.257,2.350,1.034
18,LAMPUNG,1807,LAMPUNG - Way Kanan,0,42,1.770,4.756,2.575,1.007,670,3.654,2.545,1.088,759,1.120,19.986,129,1.675,3.821,3.950,2.638,656,2.921,3.321,3.737,1.568,378,0,217,9.144,24.563,11.662,4.303,3.058,16.670,12.033,5.146,3.600,5.314,95.711,638,7.802,17.754,18.484,12.116,3.039,13.559,15.338,17.387,7.390,1.822,0,125,5.257,14.120,6.704,2.474,1.758,9.583,6.917,2.958,2.070,3.055,55.020,367,4.485,10.206,10.625,6.965,1.747,7.795,8.817,9.995,4.248,1.048
18,LAMPUNG,1808,LAMPUNG - Tulangbawang,0,0,0,4.421,26.672,7.950,0,39,4.961,22.217,9.015,68,75.344,64,5,1.345,17.694,15.342,3.461,0,531,19.273,11.933,4.767,0,0,0,21.208,141.803,42.428,0,211,23.189,103.845,42.138,318,375.140,325,23,6.794,89.337,79.283,17.907,0,2.742,89.873,55.617,22.234,0,0,0,12.191,81.516,24.390,0,121,13.330,59.696,24.223,183,215.650,187,13,3.906,51.355,45.576,10.294,0,1.576,51.664,31.971,12.781
18,LAMPUNG,1809,LAMPUNG - Pesawaran,337,26,400,4.643,6.633,282,259,149,4.891,3.736,302,254,21.910,345,72,1.545,9.726,1.687,2.594,360,2.769,5.316,3.448,1.730,1.928,147,2.290,26.586,31.102,1.323,1.214,700,26.980,20.598,1.665,1.401,115.934,1.904,394,8.528,52.383,8.392,12.014,1.797,13.673,26.430,16.579,7.870,1.108,84,1.316,15.283,17.879,760,698,403,15.510,11.841,957,805,66.645,1.094,227,4.903,30.112,4.824,6.906,1.033,7.860,15.193,9.531,4.524
18,LAMPUNG,1810,LAMPUNG - Pringsewu,0,0,46,4.631,6.780,543,0,336,6.556,3.241,517,1,22.651,36,0,1.878,8.457,2.738,0,26,2.184,7.231,2.105,170,0,0,306,30.947,42.867,3.433,0,2.127,40.817,20.180,3.221,5,143.903,241,0,12.616,55.939,16.093,0,156,12.806,42.729,12.453,1.018,0,0,176,17.790,24.642,1.973,0,1.223,23.464,11.601,1.852,3,82.723,139,0,7.252,32.156,9.251,0,89,7.362,24.563,7.159,585
18,LAMPUNG,1811,LAMPUNG - Mesuji,0,110,1.420,9.136,17.562,174,30,1.214,10.367,15.594,768,21,56.395,29,344,6.719,13.193,5.494,215,1.062,4.066,12.700,7.384,588,0,455,7.126,46.038,75.719,751,121,5.238,52.753,79.356,3.906,108,271.572,151,1.736,35.216,69.158,28.078,1.100,5.412,20.744,65.315,37.974,3.024,0,262,4.097,26.465,43.527,432,70,3.011,30.325,45.618,2.245,62,156.114,87,998,20.244,39.756,16.141,632,3.111,11.925,37.546,21.830,1.739
18,LAMPUNG,1812,LAMPUNG - Tulang Bawang Barat,0,0,181,1.160,2.771,2.108,2,256,677,65,60,3,7.283,35,69,2.123,3.070,421,47,1.852,3.569,203,76,45,0,0,762,5.002,11.093,8.438,7,1.026,2.702,259,240,10,29.539,149,318,9.637,14.000,1.997,225,8.849,16.796,887,334,197,0,0,438,2.875,6.377,4.851,4,590,1.553,149,138,6,16.980,86,183,5.540,8.048,1.148,129,5.087,9.655,510,192,113
18,LAMPUNG,1813,LAMPUNG - Pesisir Barat,12,25,572,2.945,2.366,373,12,46,3.318,1.083,324,16,11.091,54,800,2.228,3.957,197,388,94,800,3.219,1.360,367,56,122,2.794,14.386,10.084,1.592,49,196,15.637,5.103,1.525,74,51.619,298,4.438,12.316,21.593,1.019,2.010,485,4.149,15.686,6.634,1.765,32,70,1.606,8.270,5.797,915,28,113,8.989,2.934,877,43,29.674,171,2.551,7.080,12.413,586,1.155,279,2.385,9.017,3.814,1.015
18,LAMPUNG,1871,LAMPUNG - Kota Bandar Lampung,0,0,5,82,164,1,0,15,219,20,23,0,531,0,3,20,285,11,4,0,112,141,42,1,0,0,28,459,834,7,0,78,1.093,101,117,0,2.716,0,17,112,1.599,57,20,0,584,683,201,5,0,0,16,264,479,4,0,45,628,58,67,0,1.561,0,10,64,919,33,11,0,336,393,116,3
18,LAMPUNG,1872,LAMPUNG - Kota Metro,0,2.056,646,16,0,408,1.096,730,202,0,0,0,5.154,0,0,588,1.539,356,0,0,579,1.295,374,5,0,13.651,4.290,104,0,1.904,5.111,3.405,938,0,0,0,29.404,0,0,4.234,11.083,2.094,0,0,3.399,5.985,1.726,21,0,7.847,2.466,60,0,1.095,2.938,1.958,539,0,0,0,16.903,0,0,2.434,6.371,1.204,0,0,1.954,3.440,992,12
19,KEPULAUAN BANGKA BELITUNG,1901,KEPULAUAN BANGKA BELITUNG - Bangka,459,480,40,133,0,0,23,129,371,9,94,123,1.862,965,1.002,60,37,18,314,33,6,36,182,290,1.308,1.266,134,333,0,0,74,456,851,19,231,272,4.944,2.616,2.259,163,121,59,969,105,19,119,586,861,775,751,79,197,0,0,44,271,504,11,137,161,2.930,1.551,1.339,97,72,35,574,62,11,71,347,510
19,KEPULAUAN BANGKA BELITUNG,1902,KEPULAUAN BANGKA BELITUNG - Belitung,0,3,95,58,0,0,0,73,34,49,0,5,317,6,45,20,3,2,0,9,66,54,2,1,0,6,190,117,0,0,0,201,73,103,0,11,700,13,106,45,7,5,0,20,146,123,6,3,0,3,112,69,0,0,0,119,43,61,0,7,415,8,63,27,4,3,0,12,87,73,3,2
19,KEPULAUAN BANGKA BELITUNG,1903,KEPULAUAN BANGKA BELITUNG - Bangka Barat,550,423,16,0,0,25,25,342,0,0,0,568,1.948,273,1.045,8,0,0,170,64,492,42,76,166,921,812,42,0,0,64,64,1.081,0,1,0,1.234,4.220,727,2.510,20,0,0,471,214,1.456,105,186,406,546,481,25,0,0,38,38,641,0,1,0,732,2.501,431,1.487,12,0,0,279,127,863,62,110,240
19,KEPULAUAN BANGKA BELITUNG,1904,KEPULAUAN BANGKA BELITUNG - Bangka Tengah,0,0,0,33,23,0,0,0,55,5,5,0,121,0,8,44,31,0,14,0,2,47,3,0,0,0,0,129,75,0,0,0,241,21,21,0,486,0,37,195,137,0,53,0,8,177,13,0,0,0,0,77,44,0,0,0,143,12,12,0,288,0,22,116,81,0,31,0,5,105,8,0
19,KEPULAUAN BANGKA BELITUNG,1905,KEPULAUAN BANGKA BELITUNG - Bangka Selatan,0,0,743,3.363,1.184,1.164,0,86,3.440,833,1.678,649,13.140,92,9,1.228,1.915,1.393,246,27,1.323,1.382,1.091,386,0,0,3.846,17.379,5.582,5.490,0,404,16.860,4.064,8.226,3.180,65.030,204,48,6.465,10.080,6.295,955,121,5.980,6.343,4.988,1.635,0,0,2.280,10.301,3.308,3.254,0,239,9.994,2.409,4.876,1.885,38.545,121,28,3.832,5.975,3.731,566,72,3.544,3.760,2.956,969
19,KEPULAUAN BANGKA BELITUNG,1906,KEPULAUAN BANGKA BELITUNG - Belitung Timur,0,0,160,325,105,0,0,55,84,65,21,0,815,28,164,189,87,12,0,12,141,148,23,18,0,0,349,710,233,0,0,122,343,265,87,1,2.111,76,421,489,233,44,0,44,470,517,86,69,0,0,207,421,138,0,0,72,203,157,52,1,1.251,45,249,290,138,26,0,26,278,306,51,41
19,KEPULAUAN BANGKA BELITUNG,1971,KEPULAUAN BANGKA BELITUNG - Kota Pangkal Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,KEPULAUAN RIAU,2101,KEPULAUAN RIAU - Karimun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,KEPULAUAN RIAU,2102,KEPULAUAN RIAU - Bintan,2,5,0,2,0,0,0,0,4,2,0,2,16,0,0,0,0,0,0,0,0,0,1,0,4,13,0,4,0,0,0,0,11,6,0,6,43,0,0,0,0,0,0,0,0,0,5,0,2,7,0,2,0,0,0,0,6,3,0,3,25,0,0,0,0,0,0,0,0,0,3,0
21,KEPULAUAN RIAU,2103,KEPULAUAN RIAU - Natuna,9,24,16,0,2,6,2,0,2,2,2,3,69,9,17,0,13,19,3,0,10,2,14,5,23,61,41,0,6,19,6,0,7,7,5,10,184,21,41,0,33,49,8,0,25,8,44,17,13,35,23,0,3,11,3,0,4,4,3,6,105,12,24,0,19,28,5,0,14,4,25,10
21,KEPULAUAN RIAU,2104,KEPULAUAN RIAU - Lingga,0,0,7,0,0,0,0,0,8,5,3,0,22,0,0,18,0,4,4,0,4,0,2,0,0,0,16,0,0,0,0,0,23,14,9,0,61,0,0,45,0,11,11,0,14,0,7,0,0,0,9,0,0,0,0,0,13,8,5,0,35,0,0,26,0,6,6,0,8,0,4,0
21,KEPULAUAN RIAU,2105,KEPULAUAN RIAU - Kepulauan Anambas,0,0,2,2,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0
21,KEPULAUAN RIAU,2171,KEPULAUAN RIAU - Kota B A T A M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,KEPULAUAN RIAU,2172,KEPULAUAN RIAU - Kota Tanjung Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,DKI JAKARTA,3101,DKI JAKARTA - Kepulauan Seribu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,DKI JAKARTA,3171,DKI JAKARTA - Kota Jakarta Selatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,DKI JAKARTA,3172,DKI JAKARTA - Kota Jakarta Timur,0,0,7,2,5,0,1,2,0,12,0,0,28,0,0,0,0,0,4,8,2,0,4,4,0,0,34,12,31,0,3,13,0,65,0,0,159,0,0,0,0,0,20,40,12,0,26,24,0,0,20,7,18,0,2,8,0,38,0,0,94,0,0,0,0,0,12,23,7,0,15,14
31,DKI JAKARTA,3173,DKI JAKARTA - Kota Jakarta Pusat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,DKI JAKARTA,3174,DKI JAKARTA - Kota Jakarta Barat,0,0,0,0,2,2,18,0,0,0,0,6,27,8,0,0,1,0,0,6,20,0,0,2,0,0,0,0,8,8,93,0,0,0,0,33,141,36,0,0,3,0,0,34,116,0,1,9,0,0,0,0,5,5,55,0,0,0,0,19,83,21,0,0,2,0,0,20,68,0,1,5
31,DKI JAKARTA,3175,DKI JAKARTA - Kota Jakarta Utara,92,18,0,74,0,0,0,166,74,18,0,0,443,16,0,0,3,12,0,0,76,58,32,3,431,86,0,345,0,0,0,644,401,100,0,0,2.007,77,0,0,14,61,0,0,397,314,174,14,254,51,0,203,0,0,0,379,236,59,0,0,1.183,45,0,0,8,36,0,0,234,185,103,8
32,JAWA BARAT,3201,JAWA BARAT - Bogor,1.664,1.072,10.757,7.487,3.414,1.476,3.504,8.454,6.016,2.618,2.342,1.366,50.169,2.038,4.764,10.795,4.878,3.455,3.846,6.723,9.240,4.320,3.363,3.210,10.127,6.520,65.448,45.552,19.312,8.346,19.822,47.820,37.400,16.276,14.561,8.492,299.676,11.922,27.854,62.946,28.521,20.307,22.637,39.617,54.225,27.160,21.143,20.127,5.848,3.765,37.795,26.305,11.153,4.820,11.447,27.615,21.598,9.399,8.409,4.904,173.057,6.885,16.085,36.350,16.470,11.727,13.072,22.878,31.314,15.684,12.210,11.623
32,JAWA BARAT,3202,JAWA BARAT - Sukabumi,1.427,1.801,5.278,13.361,22.807,4.608,2.914,10.462,8.302,5.197,3.083,2.372,81.612,2.179,6.367,29.272,17.717,3.275,6.921,22.392,14.269,4.811,3.831,4.013,8.486,10.599,31.124,77.552,127.193,25.923,16.460,58.791,48.367,30.286,18.093,13.962,466.836,12.577,34.270,162.272,98.378,17.364,36.428,117.937,75.729,26.933,21.632,22.584,4.900,6.121,17.974,44.785,73.452,14.970,9.505,33.951,27.931,17.490,10.448,8.063,269.589,7.263,19.790,93.709,56.812,10.027,21.037,68.106,43.732,15.554,12.492,13.042
32,JAWA BARAT,3203,JAWA BARAT - Cianjur,2.979,2.554,15.129,18.699,15.816,4.289,7.156,16.805,9.400,4.567,4.639,3.272,105.306,5.726,14.030,26.862,8.952,6.681,11.020,23.190,14.797,4.653,5.508,7.388,17.872,15.387,90.500,111.064,91.809,24.958,42.408,99.130,59.302,28.956,29.142,20.318,630.848,33.992,83.013,159.163,53.180,37.637,62.023,130.511,83.351,28.557,33.522,45.278,10.321,8.886,52.262,64.138,53.018,14.413,24.490,57.246,34.246,16.722,16.829,11.734,364.303,19.630,47.939,91.914,30.710,21.735,35.817,75.368,48.134,16.491,19.358,26.147
32,JAWA BARAT,3204,JAWA BARAT - Bandung,1.951,1.236,3.248,6.811,10.348,2.361,2.582,2.722,4.879,7.645,6.014,2.151,51.948,2.569,1.662,3.882,10.882,6.785,2.835,2.246,3.113,8.111,8.252,3.576,12.715,8.163,21.454,44.982,66.901,15.304,16.730,17.637,30.765,48.052,37.920,13.565,334.189,16.687,10.649,24.706,70.091,43.107,17.859,14.268,19.579,49.539,50.840,22.130,7.343,4.714,12.389,25.976,38.634,8.838,9.662,10.185,17.766,27.749,21.898,7.834,192.988,9.636,6.150,14.267,40.476,24.893,10.314,8.240,11.306,28.608,29.359,12.780
32,JAWA BARAT,3205,JAWA BARAT - Garut,3.986,2.738,4.227,11.049,11.993,5.761,2.991,7.035,7.843,5.713,4.719,3.580,71.636,4.470,5.428,14.669,10.081,7.293,6.797,10.564,10.941,6.411,6.899,6.516,26.298,18.193,28.045,72.723,74.702,35.991,18.720,43.893,48.996,35.701,29.434,22.243,454.938,27.591,33.903,91.165,62.705,40.452,38.535,60.241,62.533,39.562,41.629,39.332,15.187,10.506,16.195,41.996,43.139,20.784,10.810,25.347,28.294,20.617,16.997,12.845,262.718,15.933,19.578,52.646,36.211,23.360,22.253,34.788,36.112,22.847,24.040,22.714
32,JAWA BARAT,3206,JAWA BARAT - Tasikmalaya,3.092,2.178,8.119,7.973,9.183,4.786,2.669,6.672,7.351,4.768,6.122,3.411,66.324,4.269,10.939,9.807,7.026,6.954,9.364,9.509,11.132,6.158,7.633,7.177,17.145,12.087,44.352,44.214,46.349,24.169,13.252,33.461,40.129,26.053,33.515,18.687,353.415,24.046,61.359,55.144,39.590,35.492,47.821,48.577,56.845,33.657,41.634,39.092,9.901,6.980,25.613,25.533,26.766,13.957,7.653,19.323,23.174,15.045,19.354,10.791,204.091,13.886,35.434,31.845,22.862,20.496,27.615,28.052,32.827,19.436,24.043,22.575
32,JAWA BARAT,3207,JAWA BARAT - Ciamis,441,745,2.058,7.341,10.993,4.062,1.213,938,5.343,8.081,1.806,1.287,44.307,931,2.189,6.546,14.523,3.117,1.123,3.750,9.077,8.639,4.913,1.897,2.520,4.255,11.755,41.923,52.999,19.586,5.846,4.521,30.032,45.425,10.149,7.237,236.248,5.607,13.165,39.428,87.471,16.884,6.085,20.305,49.164,48.682,27.683,10.692,1.455,2.457,6.788,24.210,30.606,11.310,3.376,2.611,17.343,26.232,5.861,4.179,136.429,3.238,7.603,22.769,50.513,9.750,3.514,11.726,28.391,28.113,15.987,6.174
32,JAWA BARAT,3208,JAWA BARAT - Kuningan,1.291,728,2.177,10.470,6.135,2.091,2.635,6.942,4.355,1.969,1.228,1.502,41.523,2.090,2.924,8.769,5.184,2.675,3.627,8.786,4.119,2.185,2.610,2.739,7.019,3.960,11.836,56.925,31.505,10.739,13.533,35.649,25.138,11.367,7.086,8.671,223.428,11.408,15.951,47.841,28.281,13.044,17.673,42.817,20.073,12.431,14.861,15.609,4.053,2.287,6.835,32.873,18.194,6.201,7.815,20.587,14.517,6.564,4.092,5.007,129.026,6.588,9.211,27.627,16.332,7.532,10.206,24.726,11.592,7.179,8.582,9.014
32,JAWA BARAT,3209,JAWA BARAT - Cirebon,577,824,2.084,14.793,14.641,9.529,5.591,9.700,7.582,5.199,9.532,4.413,84.466,1.817,1.112,9.948,10.392,13.637,8.606,13.089,5.945,5.340,9.471,8.173,3.663,5.230,13.233,93.923,84.308,54.872,32.194,55.859,47.476,32.554,59.685,27.634,510.632,11.797,7.222,64.589,67.464,76.671,48.387,73.589,33.422,33.720,59.809,51.616,2.115,3.020,7.642,54.239,48.687,31.687,18.592,32.258,27.417,18.799,34.467,15.958,294.881,6.812,4.170,37.299,38.959,44.276,27.943,42.496,19.300,19.472,34.538,29.807
32,JAWA BARAT,3210,JAWA BARAT - Majalengka,954,266,12.054,25.338,8.406,3.346,9.582,14.475,4.297,3.563,2.839,2.101,87.220,1.092,1.816,15.879,18.381,6.625,3.432,11.288,16.808,5.533,4.172,3.231,5.551,1.548,70.115,147.090,43.826,17.445,49.958,75.470,24.534,20.343,16.209,11.997,484.086,6.161,10.242,89.567,103.678,34.995,18.131,59.624,88.786,31.762,23.948,18.547,3.206,894,40.490,84.942,25.309,10.074,28.850,43.583,14.168,11.747,9.361,6.928,279.551,3.558,5.914,51.724,59.872,20.209,10.470,34.432,51.272,18.342,13.830,10.711
32,JAWA BARAT,3211,JAWA BARAT - Sumedang,1.717,1.352,4.747,11.553,4.413,1.654,3.989,8.530,2.821,2.799,2.276,3.578,49.431,2.280,2.651,7.740,7.777,4.078,3.419,8.567,6.881,2.719,2.865,2.852,9.236,7.236,25.492,61.992,23.896,8.947,21.555,46.212,16.535,16.406,13.375,20.986,271.869,12.164,14.113,41.003,41.300,21.178,17.758,44.468,35.730,15.163,15.920,15.770,5.334,4.179,14.721,35.799,13.800,5.167,12.448,26.686,9.548,9.474,7.724,12.119,156.999,7.024,8.150,23.678,23.850,12.230,10.255,25.679,20.633,8.756,9.194,9.107
32,JAWA BARAT,3212,JAWA BARAT - Indramayu,366,0,2.883,34.805,65.697,16.922,4.077,4.057,9.763,40.459,28.439,5.398,212.866,146,277,9.631,31.038,59.397,16.510,14.902,12.441,20.040,37.993,25.969,2.453,0,17.866,222.950,418.736,108.159,26.058,25.929,67.038,277.820,195.281,37.063,1.399.352,965,1.829,63.624,205.033,381.523,106.047,95.720,79.909,132.707,251.588,171.966,1.417,0,10.317,128.750,241.812,62.460,15.048,14.974,38.713,160.436,112.771,21.403,808.101,557,1.056,36.742,118.403,220.323,61.240,55.277,46.146,76.636,145.288,99.308
